dog_id,visit_date,tests,medications,antibiotics,antiprurtics,topicals,otics,nutritionals
4265,2019-10-10 08:15:16+00:00,0,0,0,0,0,0,0
4265,2019-08-17 10:11:48+00:00,0,3,1,0,2,0,0
4265,2020-06-27 14:15:40+00:00,0,0,0,0,0,0,0
4855,2019-01-26 10:35:57+00:00,0,1,0,1,0,0,0
4855,2020-04-02 16:05:40+00:00,0,1,0,1,0,0,0
4855,2021-01-15 09:37:58+00:00,0,2,1,0,0,2,0
4855,2019-02-23 08:52:32+00:00,0,1,0,1,0,0,0
4855,2019-09-21 17:08:43+00:00,0,1,0,1,0,0,0
4855,2021-04-05 16:24:19+00:00,0,1,0,1,0,0,0
6512,2019-01-26 11:11:32+00:00,0,0,0,0,0,0,0
6512,2019-07-10 14:33:05+00:00,0,0,0,0,0,0,0
6512,2019-10-26 07:43:41+00:00,0,0,0,0,0,0,0
6512,2019-09-14 09:06:25+00:00,0,0,0,0,0,0,0
6512,2019-03-23 09:35:21+00:00,0,0,0,0,0,0,0
6512,2020-09-19 11:00:03+00:00,0,0,0,0,0,0,0
6512,2020-03-14 10:06:53+00:00,0,0,0,0,0,0,0
8659,2019-01-26 09:49:57+00:00,0,0,0,0,0,0,0
8659,2019-10-23 15:01:29+00:00,0,0,0,0,0,0,0
8659,2020-04-13 13:53:13+00:00,0,0,0,0,0,0,0
8659,2019-08-28 11:50:51+00:00,0,2,1,1,0,0,0
298,2019-01-28 10:27:40+00:00,0,1,1,0,0,0,0
298,2019-02-10 10:20:27+00:00,0,1,0,1,0,0,0
298,2019-04-21 10:29:38+00:00,0,2,0,1,0,0,1
298,2019-05-08 10:02:10+00:00,0,0,0,0,0,0,0
22704,2019-01-29 09:09:51+00:00,0,0,0,0,0,0,0
22704,2019-03-12 13:47:02+00:00,0,0,0,0,0,0,0
3234,2019-01-30 17:10:28+00:00,0,1,0,0,1,0,0
3234,2019-03-27 16:54:28+00:00,0,1,0,1,0,0,0
3234,2019-05-09 09:20:57+00:00,0,1,0,1,0,0,0
7381,2019-01-31 18:24:54+00:00,0,1,0,1,0,0,0
7381,2020-06-10 08:34:38+00:00,0,1,0,0,1,0,0
7381,2021-03-13 08:02:30+00:00,0,2,0,1,0,1,0
7381,2020-04-28 17:34:05+00:00,0,1,0,1,0,0,0
7381,2019-09-22 11:52:25+00:00,0,1,0,1,0,0,0
7381,2019-11-02 13:50:06+00:00,0,1,0,1,0,0,0
7381,2019-04-08 18:36:24+00:00,0,1,0,1,0,0,0
7381,2019-11-05 07:45:43+00:00,0,0,0,0,0,0,0
7381,2021-09-20 11:47:34+00:00,0,2,0,1,0,1,0
7381,2019-10-19 11:55:35+00:00,0,0,0,0,0,0,0
7381,2019-03-10 11:35:52+00:00,0,1,0,1,0,0,0
7381,2021-05-03 08:59:11+00:00,0,2,1,1,0,0,0
7381,2019-07-21 08:34:03+00:00,0,2,1,1,0,0,0
7381,2019-08-08 18:45:30+00:00,0,1,1,0,0,0,0
7381,2019-08-24 14:43:55+00:00,0,1,0,1,0,0,0
7381,2019-08-03 14:55:38+00:00,0,0,0,0,0,0,0
1564,2019-01-31 07:09:33+00:00,0,1,1,0,0,0,0
21492,2019-01-31 07:09:17+00:00,0,0,0,0,0,0,0
21492,2019-06-29 15:20:58+00:00,0,1,0,1,0,0,0
21492,2019-09-11 08:12:15+00:00,0,0,0,0,0,0,0
21492,2019-03-06 07:05:33+00:00,0,0,0,0,0,0,0
8645,2019-02-02 14:17:37+00:00,0,0,0,0,0,0,0
8645,2021-03-09 09:30:55+00:00,0,1,1,0,0,0,0
8645,2020-12-11 16:29:34+00:00,0,0,0,0,0,0,0
8645,2020-03-04 15:56:05+00:00,0,0,0,0,0,0,0
8645,2019-01-12 14:06:02+00:00,0,1,1,0,0,0,0
20871,2019-02-04 07:37:53+00:00,0,3,0,1,0,2,0
20871,2020-11-18 12:17:01+00:00,0,5,2,2,0,3,0
6997,2019-02-06 07:22:18+00:00,0,4,0,2,1,0,1
6997,2019-10-03 07:17:53+00:00,0,4,0,4,0,0,0
6997,2019-05-07 10:03:54+00:00,0,2,0,2,0,0,0
6997,2019-03-06 17:56:37+00:00,0,2,0,2,0,0,0
6997,2019-12-17 07:20:15+00:00,0,5,0,3,0,1,1
23701,2019-02-07 12:32:48+00:00,0,0,0,0,0,0,0
23701,2020-01-10 09:21:57+00:00,0,0,0,0,0,0,0
23701,2019-01-23 09:25:46+00:00,0,4,1,3,0,0,0
23701,2021-05-27 08:56:08+00:00,0,4,2,2,0,0,0
23701,2021-07-01 09:14:57+00:00,0,0,0,0,0,0,0
6457,2019-02-07 15:58:48+00:00,0,1,0,0,1,0,0
6457,2019-04-13 09:39:06+00:00,0,0,0,0,0,0,0
6457,2020-01-19 13:58:26+00:00,0,0,0,0,0,0,0
6457,2020-07-24 15:33:05+00:00,0,2,0,1,1,0,0
6457,2020-03-26 15:10:33+00:00,0,1,0,0,1,0,0
6457,2019-01-03 11:49:05+00:00,0,0,0,0,0,0,0
6509,2019-02-08 07:59:45+00:00,0,0,0,0,0,0,0
21241,2019-02-09 16:42:19+00:00,0,0,0,0,0,0,0
11382,2019-02-10 16:00:47+00:00,0,0,0,0,0,0,0
11382,2019-01-16 08:05:20+00:00,0,3,0,2,0,1,0
22160,2019-02-10 13:24:30+00:00,2,3,1,2,0,1,0
22160,2019-04-04 09:31:05+00:00,0,1,0,0,1,0,0
14860,2019-02-11 14:49:19+00:00,0,0,0,0,0,0,0
14860,2020-02-28 15:34:44+00:00,0,0,0,0,0,0,0
14860,2021-04-24 14:14:54+00:00,0,4,1,1,0,3,0
14860,2019-12-26 15:25:05+00:00,0,0,0,0,0,0,0
14860,2019-04-07 15:53:16+00:00,0,0,0,0,0,0,0
14860,2019-05-21 15:02:41+00:00,0,0,0,0,0,0,0
14860,2020-01-09 15:26:47+00:00,0,0,0,0,0,0,0
14860,2020-01-21 15:30:01+00:00,0,0,0,0,0,0,0
19429,2019-02-11 07:20:06+00:00,0,0,0,0,0,0,0
19429,2019-09-25 08:06:24+00:00,0,1,1,0,0,1,0
17726,2019-02-12 12:52:24+00:00,0,3,3,0,0,1,0
1935,2019-02-13 17:32:50+00:00,0,2,1,0,1,0,0
1935,2020-10-19 10:08:11+00:00,0,0,0,0,0,0,0
1935,2019-09-29 12:03:22+00:00,0,0,0,0,0,0,0
1935,2019-04-08 18:00:07+00:00,0,0,0,0,0,0,0
1935,2019-01-31 08:34:16+00:00,0,1,1,0,0,0,0
15613,2019-02-13 11:58:40+00:00,0,1,0,0,0,1,0
15613,2019-03-05 13:56:41+00:00,0,0,0,0,0,0,0
15613,2019-09-15 10:55:02+00:00,0,1,1,0,0,0,0
7295,2019-02-16 08:08:23+00:00,0,0,0,0,0,0,0
5596,2019-02-19 17:55:36+00:00,0,3,1,1,1,0,0
5596,2019-07-14 18:24:46+00:00,0,2,1,1,0,1,0
5596,2020-03-20 09:31:15+00:00,0,0,0,0,0,0,0
5596,2020-11-03 16:53:14+00:00,0,1,0,1,0,0,0
5596,2019-12-07 18:24:52+00:00,0,2,0,1,1,0,0
5596,2021-01-09 18:35:42+00:00,0,2,0,2,0,0,0
5596,2021-02-24 08:52:26+00:00,0,5,1,1,0,4,0
5596,2020-05-05 18:01:37+00:00,0,0,0,0,0,0,0
5596,2020-08-25 09:59:17+00:00,0,1,0,1,0,0,0
5596,2021-07-18 09:03:14+00:00,0,1,0,1,0,0,0
5596,2020-02-15 16:38:54+00:00,0,1,0,1,0,0,0
5596,2021-03-03 11:06:45+00:00,0,1,0,0,0,1,0
5596,2021-08-22 17:30:33+00:00,0,1,0,1,0,0,0
5596,2021-03-18 16:14:27+00:00,0,5,1,1,1,3,0
5596,2020-07-05 18:05:13+00:00,0,1,0,1,0,0,0
5596,2019-01-31 18:25:23+00:00,0,4,2,1,0,2,0
24009,2019-02-20 15:15:22+00:00,0,0,0,0,0,0,0
24009,2019-11-10 14:08:02+00:00,0,1,0,0,1,0,0
24009,2019-03-07 13:50:50+00:00,0,2,0,2,0,0,0
8763,2019-02-21 12:00:11+00:00,0,1,0,1,0,0,0
8763,2021-03-18 14:41:19+00:00,0,1,0,1,0,0,0
8763,2020-04-09 08:55:40+00:00,0,0,0,0,0,0,0
8763,2019-02-15 14:05:16+00:00,0,1,0,1,0,0,0
20693,2019-02-21 11:47:27+00:00,0,0,0,0,0,0,0
20693,2019-04-05 16:40:12+00:00,0,0,0,0,0,0,0
20693,2020-11-18 18:03:29+00:00,0,0,0,0,0,0,0
20693,2020-11-04 11:36:16+00:00,0,2,1,0,1,0,0
20693,2020-04-04 08:34:35+00:00,0,1,0,0,1,0,0
20693,2020-11-12 11:47:24+00:00,0,0,0,0,0,0,0
20693,2021-07-19 10:30:23+00:00,0,3,0,2,1,0,0
20693,2019-02-14 09:06:05+00:00,0,1,1,0,0,0,0
4632,2019-02-21 14:48:10+00:00,0,0,0,0,0,0,0
4632,2019-05-27 09:17:15+00:00,0,0,0,0,0,0,0
16842,2019-02-22 07:04:26+00:00,0,0,0,0,0,0,0
16842,2019-01-29 08:09:00+00:00,0,2,0,2,0,0,0
16842,2021-01-20 08:21:59+00:00,0,2,1,1,0,0,0
16842,2020-01-13 07:43:51+00:00,0,0,0,0,0,0,0
7188,2019-02-23 08:29:12+00:00,0,0,0,0,0,0,0
7188,2021-09-09 09:39:22+00:00,0,0,0,0,0,0,0
7188,2021-03-09 08:01:11+00:00,0,0,0,0,0,0,0
7188,2020-04-16 09:02:02+00:00,0,2,0,2,0,0,0
7188,2020-09-12 09:14:49+00:00,0,1,1,0,0,1,0
7188,2020-03-12 09:16:09+00:00,0,2,0,2,0,0,0
7188,2019-10-25 07:52:02+00:00,0,1,0,0,0,1,0
5806,2019-02-24 08:34:57+00:00,0,0,0,0,0,0,0
5806,2020-03-02 08:22:12+00:00,0,0,0,0,0,0,0
5806,2020-12-08 09:16:35+00:00,0,0,0,0,0,0,0
5806,2019-09-15 09:28:55+00:00,0,0,0,0,0,0,0
3154,2019-02-26 09:35:30+00:00,0,0,0,0,0,0,0
3154,2019-03-21 11:02:16+00:00,0,0,0,0,0,0,0
12776,2019-02-28 17:01:15+00:00,0,1,1,0,0,0,0
12776,2019-10-10 16:19:34+00:00,0,1,0,0,1,0,0
12776,2019-06-27 16:58:03+00:00,0,1,1,0,0,0,0
12776,2019-01-04 16:35:58+00:00,0,2,1,0,1,0,0
12776,2019-03-22 17:02:32+00:00,0,0,0,0,0,0,0
11249,2019-03-01 16:17:18+00:00,0,1,0,0,1,0,0
17247,2019-03-01 16:00:08+00:00,0,4,1,2,1,1,0
17247,2020-04-06 15:24:47+00:00,0,0,0,0,0,0,0
17247,2019-04-30 16:01:44+00:00,0,1,1,0,0,0,0
17247,2021-05-24 07:25:41+00:00,0,0,0,0,0,0,0
17247,2019-01-03 14:24:52+00:00,0,0,0,0,0,0,0
17247,2019-11-06 08:00:41+00:00,0,2,0,1,1,0,0
17247,2020-10-21 08:04:53+00:00,0,3,2,0,1,1,0
17247,2019-05-16 09:12:01+00:00,0,5,1,2,2,0,0
17247,2019-06-13 10:59:34+00:00,0,2,2,0,0,0,0
17247,2019-08-01 15:53:36+00:00,0,3,0,2,1,0,0
5043,2019-03-01 14:35:26+00:00,0,3,1,1,1,0,0
5043,2020-05-09 08:10:57+00:00,0,0,0,0,0,0,0
5043,2020-11-18 11:06:41+00:00,0,0,0,0,0,0,0
5043,2019-01-22 17:08:14+00:00,0,1,0,1,0,0,0
5043,2019-02-05 14:17:43+00:00,0,1,1,0,0,0,0
5043,2019-09-09 15:32:01+00:00,0,2,1,1,0,0,0
5043,2019-05-20 08:36:40+00:00,0,3,2,1,0,0,0
20970,2019-03-02 14:01:28+00:00,0,2,0,2,0,0,0
18843,2019-03-03 14:31:13+00:00,0,0,0,0,0,0,0
18843,2019-01-19 16:02:26+00:00,0,1,0,1,0,0,0
18843,2021-05-26 11:58:30+00:00,0,0,0,0,0,0,0
18843,2020-08-15 17:29:08+00:00,0,0,0,0,0,0,0
18843,2019-08-21 09:08:07+00:00,0,1,0,1,0,0,0
8744,2019-03-03 14:30:53+00:00,0,1,0,0,1,0,0
8744,2019-02-17 14:37:50+00:00,0,2,1,0,1,0,0
1621,2019-03-03 10:26:25+00:00,0,1,0,0,1,0,0
1621,2020-04-20 08:37:40+00:00,0,6,2,2,2,0,0
1621,2021-06-18 09:18:38+00:00,0,0,0,0,0,0,0
1621,2020-12-19 10:20:32+00:00,0,1,0,0,0,1,0
1621,2021-01-18 11:41:52+00:00,0,1,0,1,0,0,0
1621,2021-08-04 10:27:44+00:00,0,1,0,1,0,0,0
19523,2019-03-04 08:39:43+00:00,0,0,0,0,0,0,0
19523,2020-03-10 08:35:34+00:00,0,0,0,0,0,0,0
5707,2019-03-04 18:22:36+00:00,0,0,0,0,0,0,0
2205,2019-03-05 08:21:25+00:00,0,0,0,0,0,0,0
8389,2019-03-05 16:08:21+00:00,0,3,2,0,1,1,0
8389,2021-08-01 12:08:05+00:00,0,0,0,0,0,0,0
8389,2019-02-10 16:19:17+00:00,0,3,1,2,0,0,0
19685,2019-03-06 16:39:48+00:00,0,1,0,1,0,0,0
19685,2019-09-18 17:00:19+00:00,0,1,1,0,0,1,0
19685,2019-01-25 09:00:02+00:00,0,0,0,0,0,0,0
19685,2020-03-04 15:54:03+00:00,0,0,0,0,0,0,0
19685,2021-06-01 15:15:57+00:00,0,0,0,0,0,0,0
10674,2019-03-07 15:56:05+00:00,0,1,0,1,0,0,0
10674,2020-11-30 12:00:21+00:00,0,5,2,3,0,1,0
10674,2021-07-25 13:47:58+00:00,0,4,2,1,1,0,0
10674,2019-03-28 15:26:13+00:00,0,0,0,0,0,0,0
10674,2021-03-06 09:55:40+00:00,0,1,0,1,0,0,0
10674,2020-07-29 07:05:35+00:00,0,4,1,2,0,2,0
17758,2019-03-07 10:04:21+00:00,0,1,1,0,0,1,0
17758,2019-03-21 11:32:25+00:00,0,2,0,2,0,0,0
15995,2019-03-08 07:54:41+00:00,0,0,0,0,0,0,0
15995,2021-09-16 07:11:11+00:00,0,2,0,2,0,0,0
15995,2020-03-02 15:49:58+00:00,0,2,0,2,0,0,0
15995,2021-01-11 07:38:28+00:00,0,2,0,2,0,0,0
15995,2019-09-03 07:03:44+00:00,0,2,0,2,0,0,0
15995,2019-08-08 07:08:52+00:00,0,1,1,0,0,1,0
15995,2021-06-21 08:06:11+00:00,0,2,0,2,0,0,0
15995,2021-04-02 08:04:12+00:00,0,0,0,0,0,0,0
15995,2019-05-16 10:55:17+00:00,0,1,1,0,0,1,0
15995,2019-12-06 08:29:36+00:00,0,2,0,2,0,0,0
4689,2019-03-09 12:47:01+00:00,0,1,0,1,0,0,0
4689,2019-05-10 11:37:20+00:00,0,0,0,0,0,0,0
4689,2019-06-28 11:33:02+00:00,0,2,0,2,0,0,0
4689,2020-03-24 11:24:21+00:00,0,0,0,0,0,0,0
4689,2019-04-20 09:28:43+00:00,0,6,2,2,0,3,0
4689,2021-02-14 09:20:33+00:00,0,2,1,0,0,1,0
4689,2020-07-01 08:59:17+00:00,0,0,0,0,0,0,0
4689,2019-05-24 16:32:23+00:00,0,2,0,2,0,0,0
20939,2019-03-09 14:19:34+00:00,2,2,1,0,1,0,0
20939,2019-05-04 10:11:59+00:00,2,0,0,0,0,0,0
20939,2019-02-23 10:49:57+00:00,1,6,3,1,1,0,1
692,2019-03-10 11:46:39+00:00,0,0,0,0,0,0,0
692,2020-08-25 09:11:45+00:00,0,3,0,3,0,0,0
692,2021-03-08 14:25:48+00:00,0,0,0,0,0,0,0
692,2020-02-24 12:22:09+00:00,0,1,0,0,1,0,0
692,2020-02-06 17:01:33+00:00,0,2,0,2,0,0,0
4160,2019-03-10 14:30:54+00:00,0,0,0,0,0,0,0
10673,2019-03-11 11:01:18+00:00,0,3,1,2,0,0,0
10673,2021-04-22 14:00:23+00:00,0,3,0,3,0,0,0
10673,2020-02-03 14:37:19+00:00,0,2,0,2,0,0,0
10673,2020-04-06 14:19:10+00:00,0,2,0,2,0,0,0
15397,2019-03-11 08:53:38+00:00,0,0,0,0,0,0,0
15397,2019-09-07 07:10:51+00:00,0,1,0,0,1,0,0
15397,2021-02-23 10:16:30+00:00,0,0,0,0,0,0,0
4344,2019-03-11 17:41:14+00:00,0,1,0,0,1,0,0
4344,2019-06-12 10:59:13+00:00,0,4,0,2,1,0,1
4344,2019-06-26 17:27:45+00:00,0,0,0,0,0,0,0
4344,2019-07-10 17:27:49+00:00,0,1,1,0,0,0,0
16084,2019-03-13 15:28:58+00:00,0,0,0,0,0,0,0
16084,2019-04-16 16:31:44+00:00,0,1,0,1,0,0,0
16084,2021-06-11 16:52:44+00:00,0,0,0,0,0,0,0
16084,2020-08-27 08:20:39+00:00,0,0,0,0,0,0,0
16084,2020-03-03 18:05:10+00:00,0,2,0,2,0,0,0
16084,2019-01-03 12:44:10+00:00,0,2,1,1,0,1,0
16084,2019-01-12 14:19:36+00:00,0,1,0,0,0,1,0
16084,2019-01-19 15:23:41+00:00,0,0,0,0,0,0,0
16084,2019-10-08 10:25:11+00:00,0,1,1,0,0,1,0
16084,2020-11-12 16:51:04+00:00,0,2,2,0,0,2,0
16084,2020-06-14 14:29:48+00:00,0,3,1,2,0,1,0
16084,2019-08-02 13:04:16+00:00,0,0,0,0,0,0,0
19938,2019-03-13 18:27:48+00:00,0,0,0,0,0,0,0
19938,2020-10-17 15:43:37+00:00,0,0,0,0,0,0,0
19938,2020-04-30 11:01:20+00:00,0,3,1,2,0,1,0
20133,2019-03-13 07:27:07+00:00,0,1,1,0,0,0,0
20133,2019-08-02 16:05:08+00:00,0,2,2,0,0,0,0
20133,2021-07-28 09:37:11+00:00,0,3,0,3,0,0,0
5927,2019-03-15 18:33:26+00:00,0,1,0,0,0,1,0
5927,2019-12-09 15:56:46+00:00,0,1,0,0,1,0,0
5927,2019-07-18 10:05:58+00:00,0,0,0,0,0,0,0
7442,2019-03-16 12:09:07+00:00,0,1,0,0,1,0,0
7442,2020-03-31 15:34:41+00:00,0,0,0,0,0,0,0
7442,2020-02-11 16:33:43+00:00,0,0,0,0,0,0,0
7442,2019-01-05 10:58:00+00:00,0,0,0,0,0,0,0
7442,2019-06-28 16:30:05+00:00,0,0,0,0,0,0,0
9963,2019-03-16 16:33:09+00:00,0,0,0,0,0,0,0
9963,2021-02-06 08:29:47+00:00,0,1,0,0,1,0,0
9963,2021-09-11 08:51:04+00:00,0,0,0,0,0,0,0
9963,2019-03-09 10:28:43+00:00,0,2,1,1,0,0,0
23469,2019-03-16 11:01:42+00:00,0,0,0,0,0,0,0
23469,2019-11-27 11:29:24+00:00,0,0,0,0,0,0,0
11298,2019-03-16 12:21:04+00:00,0,2,1,1,0,0,0
11298,2019-10-14 14:14:55+00:00,0,0,0,0,0,0,0
11298,2020-04-04 13:44:48+00:00,0,4,1,3,0,0,0
11298,2019-06-01 15:16:59+00:00,0,0,0,0,0,0,0
11298,2019-01-05 15:56:29+00:00,0,1,0,1,0,0,0
11298,2019-04-07 14:25:46+00:00,0,0,0,0,0,0,0
11298,2020-10-23 09:54:46+00:00,0,0,0,0,0,0,0
11298,2019-05-02 16:40:55+00:00,0,1,0,1,0,0,0
11298,2021-02-23 15:55:51+00:00,0,1,0,1,0,0,0
8526,2019-03-17 10:15:54+00:00,0,4,1,2,1,0,0
8526,2019-12-03 09:57:29+00:00,0,2,0,2,0,0,0
8526,2020-06-03 08:28:19+00:00,0,5,1,0,0,5,0
8526,2020-08-12 11:39:05+00:00,0,3,1,2,0,1,0
22291,2019-03-17 10:34:12+00:00,0,3,1,2,0,1,0
22291,2020-06-13 10:23:22+00:00,0,2,2,0,0,1,0
7385,2019-03-19 16:40:13+00:00,0,0,0,0,0,0,0
21270,2019-03-20 08:26:25+00:00,0,0,0,0,0,0,0
21270,2019-02-28 15:09:00+00:00,0,1,1,0,0,0,0
21270,2019-10-23 13:57:55+00:00,0,0,0,0,0,0,0
21270,2020-07-07 15:57:58+00:00,0,3,1,1,1,0,0
21270,2019-04-22 09:03:56+00:00,0,3,1,0,2,0,0
21270,2019-09-17 11:18:22+00:00,0,1,0,0,0,0,1
10127,2019-03-21 11:26:37+00:00,0,0,0,0,0,0,0
10127,2019-09-30 08:19:35+00:00,0,0,0,0,0,0,0
7198,2019-03-22 14:37:36+00:00,0,0,0,0,0,0,0
7198,2019-07-02 13:59:18+00:00,0,0,0,0,0,0,0
7198,2019-12-18 11:57:22+00:00,0,2,1,0,0,2,0
7198,2021-08-11 10:22:02+00:00,0,1,0,1,0,0,0
7198,2019-03-08 15:47:22+00:00,0,1,0,0,1,0,0
7198,2019-03-15 14:25:45+00:00,0,0,0,0,0,0,0
7198,2019-07-26 11:04:47+00:00,0,0,0,0,0,0,0
7198,2019-07-05 17:39:15+00:00,0,0,0,0,0,0,0
7198,2019-08-14 15:02:33+00:00,0,1,1,0,0,0,0
22193,2019-03-22 10:37:05+00:00,0,0,0,0,0,0,0
22193,2019-04-05 10:33:23+00:00,0,0,0,0,0,0,0
22193,2019-03-09 16:07:24+00:00,0,2,1,0,0,2,0
22193,2019-02-21 15:36:35+00:00,0,3,0,1,1,1,0
19272,2019-03-23 11:08:12+00:00,0,4,1,1,2,0,0
19272,2020-01-08 14:05:28+00:00,0,2,0,0,0,0,2
19272,2020-12-15 08:31:21+00:00,0,1,0,0,1,0,0
19272,2019-12-16 15:02:23+00:00,0,2,0,1,0,0,1
19272,2019-01-07 10:27:01+00:00,0,1,1,0,0,0,0
19272,2019-07-10 13:26:27+00:00,0,1,0,1,0,0,0
19272,2021-01-14 07:59:52+00:00,0,1,1,0,0,0,0
4324,2019-03-23 18:54:57+00:00,0,6,2,3,1,0,0
4324,2019-04-20 10:11:06+00:00,0,0,0,0,0,0,0
4324,2019-07-27 17:41:23+00:00,0,1,0,0,1,0,0
4324,2021-05-03 09:48:35+00:00,0,6,2,3,0,1,0
4324,2020-11-15 13:58:14+00:00,0,4,0,3,1,0,0
4324,2020-04-26 09:56:30+00:00,0,2,1,0,1,0,0
4324,2020-09-20 12:27:39+00:00,0,0,0,0,0,0,0
4194,2019-03-26 10:13:14+00:00,0,0,0,0,0,0,0
4194,2019-11-17 08:59:37+00:00,0,0,0,0,0,0,0
4194,2020-07-29 09:15:22+00:00,0,2,0,2,0,0,0
4194,2020-03-31 08:44:58+00:00,0,3,1,2,0,1,0
4194,2019-07-29 09:12:01+00:00,0,5,0,2,2,0,1
4194,2021-01-27 09:33:34+00:00,0,0,0,0,0,0,0
4194,2020-09-29 09:00:50+00:00,0,2,0,2,0,0,0
4194,2020-11-23 14:28:52+00:00,0,4,1,2,0,1,0
4194,2021-06-29 15:39:10+00:00,0,2,0,2,0,0,0
4194,2021-03-24 09:09:09+00:00,0,2,0,0,2,0,0
4194,2020-06-24 09:00:22+00:00,0,3,1,2,0,1,0
